user id,product id,Interaction type,Time stamp,Customer ID,Age,Gender,Item Purchased,Category_x,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Uniqe Id,Product Name,Category_y,Selling Price,Shipping Weight,Is Amazon Seller,Order date
543,342b2bbe677c81722e64f85bf3b60d49,purchase,2023-12-13 08:00:00,543,27.0,Male,Boots,Footwear,79.0,Illinois,XL,Teal,Spring,4.6,Yes,Next Day Air,Yes,Yes,35.0,Cash,Bi-Weekly,342b2bbe677c81722e64f85bf3b60d49,Disney Minnie Mouse Roadster Racer Toddler Girls' Costume,Toys & Games | Dress Up & Pretend Play | Costumes,$15.25,9.9 ounces,Y,2023-12-13
544,982ca130651000684c789a08c3eaca05,view,2023-12-14 08:00:00,544,53.0,Male,Skirt,Clothing,98.0,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11.0,Credit Card,Monthly,982ca130651000684c789a08c3eaca05,ALEX Spa Fab Foil Tattoos Pink,Toys & Games | Arts & Crafts | Craft Kits,$6.17,2.4 ounces,Y,2023-12-14
545,6dae2c6361ee15109fee165f0d5daa78,like,2023-12-15 08:00:00,545,34.0,Male,Sandals,Footwear,64.0,Washington,S,Yellow,Summer,3.3,Yes,Standard,Yes,Yes,30.0,Bank Transfer,Every 3 Months,6dae2c6361ee15109fee165f0d5daa78,Aquarius Marvel Black Panther Retro Playing Cards,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,$7.69,3.2 ounces,Y,2023-12-15
546,1e2a731ddbf2e2e39a56e0978db0b3b3,view,2023-12-16 08:00:00,546,33.0,Male,Coat,Outerwear,32.0,Alabama,L,Magenta,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,48.0,Debit Card,Annually,1e2a731ddbf2e2e39a56e0978db0b3b3,Disney Ariel PVC Figure Keyring,"Clothing, Shoes & Jewelry | Novelty & More | Clothing | Novelty | Women | Accessories | Keychains",$4.99,0.64 ounces,Y,2023-12-16
547,ddf25e0cd601f72c9813bf79bd82e3ad,like,2023-12-17 08:00:00,547,62.0,Male,Hoodie,Clothing,74.0,New Mexico,M,Brown,Winter,3.4,Yes,Free Shipping,Yes,Yes,45.0,Venmo,Bi-Weekly,ddf25e0cd601f72c9813bf79bd82e3ad,"FAO Schwarz Chalk Mandala Set with Assorted Washable Sidewalk Chalk Sticks & Stencils, Set of 38",Toys & Games | Arts & Crafts | Drawing & Painting Supplies | Chalk,$45.98,4.75 pounds,Y,2023-12-17
548,11ca759175ce64a6f118c2d2ff4c4119,like,2023-12-18 08:00:00,548,38.0,Male,Jacket,Outerwear,50.0,Nevada,M,Blue,Winter,2.8,Yes,Free Shipping,Yes,Yes,26.0,Venmo,Weekly,11ca759175ce64a6f118c2d2ff4c4119,Carrera Race Spectators - Set of 15 Detailed Fans - 1:32 Scale Figures - Realistic Scenery Accessory for Slot Car Track Sets,"Toys & Games | Hobbies | Slot Cars, Race Tracks & Accessories | Slot Cars",$51.08,,Y,2023-12-18
549,1d1a6a9cae9cc1ce691491239a63a824,purchase,2023-12-19 08:00:00,549,36.0,Male,Backpack,Accessories,64.0,Nebraska,M,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,41.0,Debit Card,Every 3 Months,1d1a6a9cae9cc1ce691491239a63a824,"Aurora Rattlesnake Plush, Green",Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,$11.51,11.2 ounces,Y,2023-12-19
550,0b875d54bbfc8902a6f053db9b395052,view,2023-12-20 08:00:00,550,31.0,Male,Backpack,Accessories,29.0,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37.0,Venmo,Bi-Weekly,0b875d54bbfc8902a6f053db9b395052,Rhode Island Novelty Monkey Bean Filled Plush Stuffed Animal,Home & Kitchen | Furniture | Kids' Furniture,$9.99,2.24 ounces,Y,2023-12-20
551,de670bd21f0b8d643f2c49ff0fdde61d,like,2023-12-21 08:00:00,551,62.0,Male,Belt,Accessories,62.0,Georgia,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12.0,PayPal,Weekly,de670bd21f0b8d643f2c49ff0fdde61d,Vallejo Game Air Warlord Purple Paint,Toys & Games | Hobbies | Hobby Building Tools & Hardware | Paints,$5.99,,Y,2023-12-21
552,1952b686e7dbbdce310bb111a9f02683,purchase,2023-12-22 08:00:00,552,29.0,Male,Coat,Outerwear,78.0,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27.0,Cash,Bi-Weekly,1952b686e7dbbdce310bb111a9f02683,"Orbrium Toys Short Curved Switch Tracks for Wooden Train Railway Fits Thomas Brio Chuggington Melissa Doug Imaginarium, Set of 8",Toys & Games | Play Vehicles | Play Trains & Railway Sets | Accessories | Train Tracks,$7.95,6.4 ounces,Y,2023-12-22
553,693ba00b2a5afe2846f0e525e2d0e4a4,,2023-12-23 08:00:00,553,24.0,Male,T-shirt,Clothing,94.0,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18.0,Bank Transfer,Weekly,693ba00b2a5afe2846f0e525e2d0e4a4,"Mudpuppy Animals of the World Coloring Roll – Age 3+ - 10 Feet of Creative Coloring Fun – Includes 6 Crayons – Animal Paper Roll Easy to Store, Take on the Go – Great for Individual or Group Coloring",Toys & Games | Arts & Crafts,$14.29,9.6 ounces,Y,2023-12-23
554,2cc7135aa3dfe84b2a07094f0c45fbf9,purchase,2023-12-24 08:00:00,554,63.0,Male,Sunglasses,Accessories,59.0,Florida,M,White,Winter,3.2,Yes,Express,Yes,Yes,15.0,Credit Card,Quarterly,2cc7135aa3dfe84b2a07094f0c45fbf9,"Simplicity Creative Group, Inc Boye Learn to Crochet Beginners Kit, 16 Projects",Toys & Games | Arts & Crafts,$12.70,14.9 ounces,Y,2023-12-24
555,7ad28d595700c5e619fdf8159e0be1bf,view,2023-12-25 08:00:00,555,56.0,Male,Sneakers,Footwear,47.0,Minnesota,M,Red,Summer,3.0,Yes,Express,Yes,Yes,34.0,Bank Transfer,Weekly,7ad28d595700c5e619fdf8159e0be1bf,in The Line of Duty Child Costume,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Costumes",$19.26 - $35.63,,Y,2023-12-25
556,8d76096ed885f32328083ded4972a195,like,2023-12-26 08:00:00,556,63.0,Male,Gloves,Accessories,57.0,Maine,M,White,Fall,4.8,Yes,Express,Yes,Yes,37.0,Venmo,Annually,8d76096ed885f32328083ded4972a195,Mastercraft Collection F-22 Raptor Model Scale: 1/48,Toys & Games | Hobbies | Models & Model Kits | Pre-Built & Diecast Models | Aircraft,$172.03,,Y,2023-12-26
557,254a6f073ef81233afa0c21d13c92ab4,view,2023-12-27 08:00:00,557,40.0,Male,Coat,Outerwear,90.0,Montana,L,Indigo,Winter,5.0,Yes,Store Pickup,Yes,Yes,21.0,Cash,Fortnightly,254a6f073ef81233afa0c21d13c92ab4,Duncan Toys Despicable Me Giggling Yo-Yo Toy,Toys & Games | Sports & Outdoor Play | Yo-yos,$5.29,3.2 ounces,Y,2023-12-27
558,68acc2597f746be58be880e6d4df2cc1,like,2023-12-28 08:00:00,558,18.0,Male,Shirt,Clothing,60.0,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31.0,Debit Card,Weekly,68acc2597f746be58be880e6d4df2cc1,Mudpuppy Cats Locked Diary,Toys & Games | Learning & Education | Reading & Writing | Handwriting Aids,$10.99,7.8 ounces,Y,2023-12-28
559,727186c2f311e0a8116633be8411fd93,like,2023-01-01 00:00:00,559,50.0,Male,Sneakers,Footwear,77.0,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43.0,Debit Card,Every 3 Months,727186c2f311e0a8116633be8411fd93,Funko Dorbz: Assassin's Creed - Edward Action Figure,Toys & Games | Toy Figures & Playsets | Action Figures,$8.25,4.8 ounces,Y,2023-01-01
560,0ab94c7124b3daaf3ea13b24384b6e39,purchase,2022-12-28 10:00:00,560,66.0,Male,Scarf,Accessories,41.0,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22.0,Bank Transfer,Monthly,0ab94c7124b3daaf3ea13b24384b6e39,"Forum Novelties Party Supplies 80407 Plush Monkey Child's Mascot Costume, Medium","Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",$9.48,1.7 pounds,Y,2022-12-28
561,ee4d6ee628cb91f08fdebc9b5c0bde9e,view,2022-12-29 10:00:00,561,25.0,Male,Jewelry,Accessories,48.0,Louisiana,L,Red,Fall,3.3,Yes,Free Shipping,Yes,Yes,12.0,Debit Card,Annually,ee4d6ee628cb91f08fdebc9b5c0bde9e,"Heroes of Goo Jit Zu 41012 S1 Ultimate Hero Pk, Multicolor",Toys & Games | Toy Figures & Playsets | Action Figures,$29.99,3.04 pounds,Y,2022-12-29
562,d7123f13acb4e6f521c4299ac8aa30f8,like,2022-12-30 10:00:00,562,65.0,Male,Jacket,Outerwear,65.0,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25.0,PayPal,Fortnightly,d7123f13acb4e6f521c4299ac8aa30f8,FATHEAD AH-64 Apache Longbow Helicopter Real Decals,Baby Products | Nursery | Décor | Wall Décor | Stickers,$102.99,4.25 pounds,Y,2022-12-30
563,424084c339ac914d340e3ebce8473e17,purchase,2022-12-31 10:00:00,563,53.0,Male,Jeans,Clothing,62.0,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40.0,Debit Card,Annually,424084c339ac914d340e3ebce8473e17,Pacon Blank Flash Cards - 2 x 3 - Pack of 1000 - Manila,Toys & Games | Learning & Education | Flash Cards,$13.17,,Y,2022-12-31
564,bb73dcf116b625ee294970951b6a5f55,purchase,2023-01-01 10:00:00,564,61.0,Male,Shoes,Footwear,99.0,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16.0,Debit Card,Quarterly,bb73dcf116b625ee294970951b6a5f55,"Blue ""You're Invited"" Sweet Safari Invitation Postcards","Health & Household | Household Supplies | Paper & Plastic | Disposable Plates, Bowls & Cutlery | Plates",$7.66,6.4 ounces,Y,2023-01-01
565,539ed3efe7862680a8feb8bf2718d2f5,view,2023-01-02 10:00:00,565,67.0,Male,Hoodie,Clothing,58.0,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30.0,Bank Transfer,Weekly,539ed3efe7862680a8feb8bf2718d2f5,Sesame Street Abby Cadabby On the Go Case,Toys & Games | Dolls & Accessories,$15.24,5.6 ounces,Y,2023-01-02
566,e87dd1fcbb133c80b2c89687e8edf739,like,2023-01-03 10:00:00,566,59.0,Male,Backpack,Accessories,43.0,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10.0,Venmo,Weekly,e87dd1fcbb133c80b2c89687e8edf739,Ceaco Perfect Piece Count Puzzle - Roger Nannini - Acme Flying School,Toys & Games | Puzzles | Jigsaw Puzzles,$17.99,1.28 pounds,Y,2023-01-03
567,e62e033094221892fb6caefbbf81397f,view,2023-01-04 10:00:00,567,55.0,Male,Sneakers,Footwear,93.0,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1.0,Debit Card,Fortnightly,e62e033094221892fb6caefbbf81397f,Disney Tangled Rapunzel Secret Journal Toy,"Toys & Games | Learning & Education | Reading & Writing | Diaries, Journals & Notebooks",$14.20,1.54 pounds,Y,2023-01-04
568,9bbf377ffb579f99c442d7985af045f2,like,2023-01-05 10:00:00,568,21.0,Male,Blouse,Clothing,50.0,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,Yes,24.0,Venmo,Fortnightly,9bbf377ffb579f99c442d7985af045f2,Pressman Harry Potter Tri-Wizard Tournament Game,Toys & Games | Dress Up & Pretend Play | Pretend Play,$5.99,12.8 ounces,Y,2023-01-05
569,2ca852f75453280fd74e1ce8841fbd80,like,2023-01-06 10:00:00,569,44.0,Male,Pants,Clothing,88.0,Utah,L,Red,Summer,4.0,Yes,Free Shipping,Yes,Yes,36.0,PayPal,Monthly,2ca852f75453280fd74e1ce8841fbd80,Osmo - Detective Agency: A Search & Find Mystery Game - Ages 5-12 - Explore The World - for iPad and Fire Tablet & 2 Hands-On Learning Games - Creative Drawing & Problem Solving/Early Physics,Toys & Games | Kids' Electronics | Electronic Learning Toys,$39.99,,Y,2023-01-06
570,b0afcea9fcaad5acfc8158231e319581,purchase,2023-01-07 10:00:00,570,65.0,Male,Skirt,Clothing,33.0,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46.0,Credit Card,Every 3 Months,b0afcea9fcaad5acfc8158231e319581,"The Kids Room by Stupell Yellow Dump Truck with Blue Border Stretched Canvas Wall Art, 16 x 20, Multi-Color",Baby Products | Nursery | Décor | Wall Décor | Wall Plaques,$25.79,2.45 pounds,Y,2023-01-07
571,2259a76efa7fe554a68e881a12958aec,view,2023-01-08 10:00:00,571,65.0,Male,T-shirt,Clothing,99.0,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20.0,Cash,Annually,2259a76efa7fe554a68e881a12958aec,Little Tikes Big Digger Sandbox,Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Beach Toys,$34.99,15 pounds,Y,2023-01-08
572,9386b26d1b9f851e63cfd3b41ffb13f9,like,2023-01-09 10:00:00,572,54.0,Male,Jacket,Outerwear,76.0,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37.0,Venmo,Weekly,9386b26d1b9f851e63cfd3b41ffb13f9,Disney/Pixar Cars Lightning McQueen with Sign Vehicle,Toys & Games | Play Vehicles | Die-Cast Vehicles,$8.18,1.6 ounces,Y,2023-01-09
573,1eefd4a9f26e2d87c4c6313fae4a9806,purchase,2023-01-10 10:00:00,573,56.0,Male,Scarf,Accessories,97.0,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26.0,Bank Transfer,Annually,1eefd4a9f26e2d87c4c6313fae4a9806,"Wildkin 5 Pc Bedding, Twin, Heroes",Home & Kitchen | Bedding | Kids' Bedding | Comforters & Sets | Comforter Sets,$79.99,7.8 pounds,Y,2023-01-10
574,0317f1c0995643ad222ccf3ad5e48b14,purchase,2023-01-11 10:00:00,574,58.0,Male,Pants,Clothing,68.0,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23.0,Credit Card,Bi-Weekly,0317f1c0995643ad222ccf3ad5e48b14,DC Comics Deadshot Suicide Squad Pewter Lapel Pin Action Figure,,$4.21,0.32 ounces,Y,2023-01-11
575,24f9f7e193c6571e7b597bdf79ad7504,view,2023-01-12 10:00:00,575,54.0,Male,Sneakers,Footwear,79.0,Maine,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20.0,Bank Transfer,Bi-Weekly,24f9f7e193c6571e7b597bdf79ad7504,My Little Pony Friendship is Magic Fluttershy Soft Plush,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,$9.99,4.8 ounces,Y,2023-01-12
576,3ed31e63edc7ea2874acc976023dc12e,like,2023-01-13 10:00:00,576,58.0,Male,Jeans,Clothing,86.0,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,38.0,PayPal,Monthly,3ed31e63edc7ea2874acc976023dc12e,White Mountain Puzzles General Store - 1000 Piece Jigsaw Puzzle,Toys & Games | Puzzles | Jigsaw Puzzles,$24.00,1.6 pounds,Y,2023-01-13
577,50c208786e908cd56b6deb9a43ea5127,view,2023-01-14 10:00:00,577,48.0,Male,Hat,Accessories,68.0,Washington,M,Black,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,5.0,Credit Card,Every 3 Months,50c208786e908cd56b6deb9a43ea5127,Sweet Jojo Designs 3-Piece Bear Mountain Watercolor Boy Full/Queen Kid Childrens Teen Bedding Comforter Set,Home & Kitchen | Bedding | Kids' Bedding | Comforters & Sets | Comforter Sets,$119.99,4.8 pounds,Y,2023-01-14
578,b6cd2a308635f7e74d0ded67949e00fc,like,2023-01-15 10:00:00,578,19.0,Male,Skirt,Clothing,52.0,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,41.0,Venmo,Annually,b6cd2a308635f7e74d0ded67949e00fc,Ceaco Emoji Partytime Puzzle (300 Piece),Toys & Games | Puzzles | Jigsaw Puzzles,$13.87,13 ounces,Y,2023-01-15
579,cada36e0aa06f7112ee9d4b8a927a04b,like,2023-01-16 10:00:00,579,69.0,Male,Sandals,Footwear,90.0,Maine,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22.0,Credit Card,Fortnightly,cada36e0aa06f7112ee9d4b8a927a04b,Kid Galaxy Remote Control Bumper Cars. RC 2 Player Game. 2 Cars and 2 Controllers Included,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicles | Cars,$59.99,2.4 pounds,Y,2023-01-16
580,0bd20123abf8264c64c829fddefcd75f,purchase,2023-01-17 10:00:00,580,58.0,Male,Sandals,Footwear,41.0,California,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48.0,Credit Card,Annually,0bd20123abf8264c64c829fddefcd75f,"Amscan Party Supplies, Multicolor",Toys & Games | Party Supplies | Party Favors,$8.37,8.8 ounces,Y,2023-01-17
581,5a2190ec98ca300eb6b3ae39a3d1b13b,view,2023-01-18 10:00:00,581,49.0,Male,Sweater,Clothing,80.0,Iowa,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,10.0,PayPal,Weekly,5a2190ec98ca300eb6b3ae39a3d1b13b,"Edupress Mathological Liar Game, Grade 6 (EP63399)",Toys & Games | Games & Accessories | Card Games,$12.99,13.6 ounces,Y,2023-01-18
582,a0752a488f655852eba37d94b2df41a0,like,2023-01-19 10:00:00,582,32.0,Male,Sweater,Clothing,100.0,Iowa,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12.0,Bank Transfer,Every 3 Months,a0752a488f655852eba37d94b2df41a0,Funko Pop! Star Wars: Rise of The Skywalker - Knights of Ren Club (Hematite Chrome),,$9.99,1.44 ounces,Y,2023-01-19
583,cf6b14c946bfb8a6df1c5b05d60ced5b,purchase,2023-01-20 10:00:00,583,40.0,Male,Jacket,Outerwear,77.0,Colorado,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,2.0,Bank Transfer,Quarterly,cf6b14c946bfb8a6df1c5b05d60ced5b,"Great Eastern GE-7044 Ouran High School Host Club - 15"" Kuma-chan Bear Plush",Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,$28.99,9.6 ounces,Y,2023-01-20
584,c9f38149cd0c59576905c321b265103a,purchase,2023-01-21 10:00:00,584,25.0,Male,Shorts,Clothing,78.0,California,L,Yellow,Spring,4.0,Yes,Store Pickup,Yes,Yes,38.0,PayPal,Monthly,c9f38149cd0c59576905c321b265103a,Air Hogs 2-in-1 Hyper Drift Drone for High Speed Racing and Flying - Green,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicles,$29.99,1 pounds,Y,2023-01-21
585,67e15b8448411e7979e97815894e194d,view,2023-01-22 10:00:00,585,70.0,Male,Socks,Clothing,94.0,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,20.0,Debit Card,Monthly,67e15b8448411e7979e97815894e194d,"Learning Resources Jumbo Reptiles & Amphibians I Tortoise, Gecko, Snake, Iguana, and Tree Frog, 5 Animals",Toys & Games | Learning & Education | Science Kits & Toys,$24.49,1.55 pounds,Y,2023-01-22
586,1ad4f9656b2adbcea3d1b2729812a794,like,2023-01-23 10:00:00,586,69.0,Male,Socks,Clothing,23.0,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5.0,Cash,Every 3 Months,1ad4f9656b2adbcea3d1b2729812a794,Learning Advantage QUIZMO Addition & Subtraction - Bingo-Style Math Game for Kids - Help Your Child Learn Essential Elementary Skills,Toys & Games | Learning & Education | Counting & Math Toys,$20.30,,Y,2023-01-23
587,73ed26066a85038048c5fc8a331e5cef,view,2023-01-24 10:00:00,587,45.0,Male,Hoodie,Clothing,20.0,Wisconsin,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,9.0,Venmo,Annually,73ed26066a85038048c5fc8a331e5cef,Daron FDNY Ambulance with Lights & Sounds 2019 New,Toys & Games | Dress Up & Pretend Play | Pretend Play,$14.99,1.52 pounds,Y,2023-01-24
588,ab5b28d061997722e77ec3a24b90ee17,like,2023-10-10 08:00:00,588,29.0,Male,Socks,Clothing,86.0,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48.0,Debit Card,Every 3 Months,ab5b28d061997722e77ec3a24b90ee17,"Banpresto Dragonball Legends Collab-Goku-Black-, Multiple Colors",,$25.00,1.1 pounds,Y,2023-10-10
589,d2b917cd9fbe4a9e80a6b8586d6d5204,like,2023-10-11 08:00:00,589,47.0,Male,Boots,Footwear,60.0,South Dakota,M,Violet,Fall,3.0,Yes,Standard,Yes,Yes,9.0,Debit Card,Quarterly,d2b917cd9fbe4a9e80a6b8586d6d5204,Great Eastern Entertainment Dragon Ball Z - Goku vs. Frieza Sublimation Beanie Headwear,Toys & Games | Collectible Toys | Collectible Display & Storage | Display Cases & Stands | Display Cases,$24.73,2.4 ounces,Y,2023-10-11
590,6f97293a7ce6f78a3eaaf6eaaa3ea3d4,purchase,2023-10-12 08:00:00,590,28.0,Male,Shirt,Clothing,70.0,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40.0,PayPal,Annually,6f97293a7ce6f78a3eaaf6eaaa3ea3d4,Tamiya Models M1A2 Abrams Model Kit,Toys & Games | Hobbies | Models & Model Kits | Model Kits,$43.00,1.46 pounds,Y,2023-10-12
591,0bd50d3d0ec8094bb4692c8fb7008d84,view,2023-10-13 08:00:00,591,64.0,Male,Belt,Accessories,39.0,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30.0,Venmo,Fortnightly,0bd50d3d0ec8094bb4692c8fb7008d84,"Ravensburger The Saguenay Fjord Canadian Collection Canadienne 1000 Piece Jigsaw Puzzle for Adults – Every piece is unique, Softclick technology Means Pieces Fit Together Perfectly",Toys & Games | Puzzles | Jigsaw Puzzles,$19.40,1.9 pounds,Y,2023-10-13
592,23cc6fae7c7e8d489417c54c4bc3b288,like,2023-10-14 08:00:00,592,47.0,Male,Backpack,Accessories,37.0,Kentucky,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,6.0,Debit Card,Bi-Weekly,23cc6fae7c7e8d489417c54c4bc3b288,Marvel Legends Deadpool’s Rainbow Squad 5-Pack,Toys & Games | Toy Figures & Playsets | Action Figures,$22.70,11.7 ounces,Y,2023-10-14
593,07ad500243385f87158e5528b69d8095,purchase,2023-10-15 08:00:00,593,60.0,Male,Boots,Footwear,29.0,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42.0,Venmo,Every 3 Months,07ad500243385f87158e5528b69d8095,Rubies Batman The Brave and Bold Flashlight and Batarang Kit,,$15.98,5.6 ounces,Y,2023-10-15
594,9e36ec56b97e87c6e198d8f959f9a432,purchase,2023-10-16 08:00:00,594,67.0,Male,Coat,Outerwear,35.0,Alaska,S,Green,Winter,4.4,Yes,Store Pickup,Yes,Yes,9.0,PayPal,Every 3 Months,9e36ec56b97e87c6e198d8f959f9a432,MightySkins Skin Compatible with Yuneec Q500 & Q500+ Quadcopter Drone wrap Cover Sticker Skins Bandana,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,$26.99,1 pounds,Y,2023-10-16
595,b035f19e14382265040e3c8eaf37cfdb,view,2023-10-17 08:00:00,595,35.0,Male,Hoodie,Clothing,83.0,Oklahoma,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,Yes,6.0,Debit Card,Monthly,b035f19e14382265040e3c8eaf37cfdb,Far From Home Spider-Man New Suit Child Mask,Toys & Games | Dress Up & Pretend Play | Masks,$7.99,4 ounces,Y,2023-10-17
596,e90a33df4d9b1e018a14d688bff39092,like,2023-10-18 08:00:00,596,30.0,Male,Shoes,Footwear,77.0,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47.0,PayPal,Quarterly,e90a33df4d9b1e018a14d688bff39092,"Bright Starts Sesame Street Snack & Stroll Cookie Monster Wooden Pull Toy, Ages 12-36 Months",Toys & Games | Baby & Toddler Toys | Push & Pull Toys,$10.99,1.2 pounds,Y,2023-10-18
597,71c46a2cdc047e2f4e72062a85c7ccbe,view,2023-10-19 08:00:00,597,23.0,Male,Shoes,Footwear,37.0,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,36.0,Venmo,Annually,71c46a2cdc047e2f4e72062a85c7ccbe,Fisher-Price Classic Changeable Picture Disk Camera,Toys & Games | Kids' Electronics,$17.94,4.8 ounces,Y,2023-10-19
598,2f1580c5ef760fa86deb9d4531ee21b3,like,2023-10-20 08:00:00,598,70.0,Male,Jewelry,Accessories,69.0,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,19.0,Bank Transfer,Fortnightly,2f1580c5ef760fa86deb9d4531ee21b3,BEYBLADE Burst Starter Pack Betromoth B2,Toys & Games | Games & Accessories | Gaming Tops,$15.50,3.52 ounces,Y,2023-10-20
599,ed40b96bb7ee7a0586c0e1461ebd72fe,like,2023-10-21 08:00:00,599,21.0,Male,Dress,Clothing,66.0,California,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30.0,Cash,Every 3 Months,ed40b96bb7ee7a0586c0e1461ebd72fe,"PlayWheels Teenage Mutant Ninja Turtles Roller Skates with Knee Pads, Green/Blue, Junior Size 6-12","Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Inline & Roller Skating | Roller Skates",$17.63,1.56 pounds,Y,2023-10-21
600,d62b181f28e36fafe787b890ae215a9e,purchase,2023-10-22 08:00:00,600,51.0,Male,Boots,Footwear,26.0,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27.0,Debit Card,Every 3 Months,d62b181f28e36fafe787b890ae215a9e,"Creative Converting 8 Count Hot/Cold Cups, 9 oz, Metallic Webs",Toys & Games | Party Supplies | Party Tableware | Cups,$7.55,,Y,2023-10-22
601,9daa8fdb5dccade00da2ac755c2f723d,view,2023-10-23 08:00:00,601,22.0,Male,Hat,Accessories,63.0,South Carolina,M,Charcoal,Spring,5.0,Yes,2-Day Shipping,Yes,Yes,25.0,Venmo,Monthly,9daa8fdb5dccade00da2ac755c2f723d,Beados Season 7 Shopkins Ice Cream Truck,Toys & Games | Arts & Crafts | Craft Kits,$19.99,1.5 pounds,Y,2023-10-23
602,df6d0f507ec71574c08499b56beed9e2,like,2023-10-24 08:00:00,602,32.0,Male,Backpack,Accessories,38.0,West Virginia,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5.0,Cash,Fortnightly,df6d0f507ec71574c08499b56beed9e2,"7-in-1 Combo Game with Chess, Ludo, Chinese Checkers & More",Toys & Games | Games & Accessories | Board Games,$14.95,5.8 pounds,Y,2023-10-24
603,a72c6a061e0d20587d2ac21a402857b7,purchase,2023-10-25 08:00:00,603,37.0,Male,Shoes,Footwear,58.0,Oregon,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10.0,Cash,Every 3 Months,a72c6a061e0d20587d2ac21a402857b7,"Dragon Ball Z GE-57756 Group Galaxy Throw Blanket, 46 x 60""",,$29.99,1.6 pounds,Y,2023-10-25
